TOURNAMENT_NAME,ROUND_DATE,ROUND_NUMBER,ELEVATION,TEMPERATURE,PRECIPITATION,WIND_SPEED,WIND_DIRECTION,COURSE_NAME,COURSE_LOCATION,PLAYER_NAME,PAR,LENGTH,SCORE,TOTAL_SCORE
2024 U.S. Open,2024-06-15,3,165.0,80.9,0.0,8.1,13,Pinehurst No. 2,"Pinehurst, NC",Hideki Matsuyama,70,7569,70,278
2024 U.S. Open,2024-06-16,4,165.0,79.8,0.004,8.6,104,Pinehurst No. 2,"Pinehurst, NC",Hideki Matsuyama,70,7569,70,278
2024 U.S. Open,2024-06-13,1,165.0,76.2,0.004,8.4,117,Pinehurst No. 2,"Pinehurst, NC",Russell Henley,70,7569,70,279
2024 U.S. Open,2024-06-14,2,165.0,77.5,0.016,8.5,157,Pinehurst No. 2,"Pinehurst, NC",Russell Henley,70,7569,70,279
2024 U.S. Open,2024-06-15,3,165.0,80.9,0.0,8.1,13,Pinehurst No. 2,"Pinehurst, NC",Russell Henley,70,7569,72,279
2024 U.S. Open,2024-06-16,4,165.0,79.8,0.004,8.6,104,Pinehurst No. 2,"Pinehurst, NC",Russell Henley,70,7569,67,279
2024 U.S. Open,2024-06-13,1,165.0,76.2,0.004,8.4,117,Pinehurst No. 2,"Pinehurst, NC",Xander Schauffele,70,7569,70,279
2024 U.S. Open,2024-06-14,2,165.0,77.5,0.016,8.5,157,Pinehurst No. 2,"Pinehurst, NC",Xander Schauffele,70,7569,69,279
2024 U.S. Open,2024-06-15,3,165.0,80.9,0.0,8.1,13,Pinehurst No. 2,"Pinehurst, NC",Xander Schauffele,70,7569,72,279
2024 U.S. Open,2024-06-16,4,165.0,79.8,0.004,8.6,104,Pinehurst No. 2,"Pinehurst, NC",Xander Schauffele,70,7569,68,279
2024 U.S. Open,2024-06-13,1,165.0,76.2,0.004,8.4,117,Pinehurst No. 2,"Pinehurst, NC",Sam Burns,70,7569,73,280
2024 U.S. Open,2024-06-14,2,165.0,77.5,0.016,8.5,157,Pinehurst No. 2,"Pinehurst, NC",Sam Burns,70,7569,67,280
2024 U.S. Open,2024-06-15,3,165.0,80.9,0.0,8.1,13,Pinehurst No. 2,"Pinehurst, NC",Sam Burns,70,7569,73,280
2024 U.S. Open,2024-06-16,4,165.0,79.8,0.004,8.6,104,Pinehurst No. 2,"Pinehurst, NC",Sam Burns,70,7569,67,280
2024 U.S. Open,2024-06-13,1,165.0,76.2,0.004,8.4,117,Pinehurst No. 2,"Pinehurst, NC",Davis Thompson,70,7569,70,280
2024 U.S. Open,2024-06-14,2,165.0,77.5,0.016,8.5,157,Pinehurst No. 2,"Pinehurst, NC",Davis Thompson,70,7569,72,280
2024 U.S. Open,2024-06-15,3,165.0,80.9,0.0,8.1,13,Pinehurst No. 2,"Pinehurst, NC",Davis Thompson,70,7569,70,280
2024 U.S. Open,2024-06-16,4,165.0,79.8,0.004,8.6,104,Pinehurst No. 2,"Pinehurst, NC",Davis Thompson,70,7569,68,280
2024 U.S. Open,2024-06-13,1,165.0,76.2,0.004,8.4,117,Pinehurst No. 2,"Pinehurst, NC",Corey Conners,70,7569,69,280
2024 U.S. Open,2024-06-14,2,165.0,77.5,0.016,8.5,157,Pinehurst No. 2,"Pinehurst, NC",Corey Conners,70,7569,70,280
2024 U.S. Open,2024-06-15,3,165.0,80.9,0.0,8.1,13,Pinehurst No. 2,"Pinehurst, NC",Corey Conners,70,7569,71,280
2024 U.S. Open,2024-06-16,4,165.0,79.8,0.004,8.6,104,Pinehurst No. 2,"Pinehurst, NC",Corey Conners,70,7569,70,280
2024 U.S. Open,2024-06-13,1,165.0,76.2,0.004,8.4,117,Pinehurst No. 2,"Pinehurst, NC",Sergio Garcia,70,7569,69,281
2024 U.S. Open,2024-06-14,2,165.0,77.5,0.016,8.5,157,Pinehurst No. 2,"Pinehurst, NC",Sergio Garcia,70,7569,71,281
2024 U.S. Open,2024-06-15,3,165.0,80.9,0.0,8.1,13,Pinehurst No. 2,"Pinehurst, NC",Sergio Garcia,70,7569,71,281
2024 U.S. Open,2024-06-16,4,165.0,79.8,0.004,8.6,104,Pinehurst No. 2,"Pinehurst, NC",Sergio Garcia,70,7569,70,281
2024 U.S. Open,2024-06-13,1,165.0,76.2,0.004,8.4,117,Pinehurst No. 2,"Pinehurst, NC",Ludvig Åberg,70,7569,66,281
2024 U.S. Open,2024-06-14,2,165.0,77.5,0.016,8.5,157,Pinehurst No. 2,"Pinehurst, NC",Ludvig Åberg,70,7569,69,281
2024 U.S. Open,2024-06-15,3,165.0,80.9,0.0,8.1,13,Pinehurst No. 2,"Pinehurst, NC",Ludvig Åberg,70,7569,73,281
2024 U.S. Open,2024-06-16,4,165.0,79.8,0.004,8.6,104,Pinehurst No. 2,"Pinehurst, NC",Ludvig Åberg,70,7569,73,281
2024 U.S. Open,2024-06-13,1,165.0,76.2,0.004,8.4,117,Pinehurst No. 2,"Pinehurst, NC",Thomas Detry,70,7569,69,282
2024 U.S. Open,2024-06-14,2,165.0,77.5,0.016,8.5,157,Pinehurst No. 2,"Pinehurst, NC",Thomas Detry,70,7569,67,282
2024 U.S. Open,2024-06-15,3,165.0,80.9,0.0,8.1,13,Pinehurst No. 2,"Pinehurst, NC",Thomas Detry,70,7569,76,282
2024 U.S. Open,2024-06-16,4,165.0,79.8,0.004,8.6,104,Pinehurst No. 2,"Pinehurst, NC",Thomas Detry,70,7569,70,282
2024 U.S. Open,2024-06-13,1,165.0,76.2,0.004,8.4,117,Pinehurst No. 2,"Pinehurst, NC",Collin Morikawa,70,7569,70,282
2024 U.S. Open,2024-06-14,2,165.0,77.5,0.016,8.5,157,Pinehurst No. 2,"Pinehurst, NC",Collin Morikawa,70,7569,74,282
2024 U.S. Open,2024-06-15,3,165.0,80.9,0.0,8.1,13,Pinehurst No. 2,"Pinehurst, NC",Collin Morikawa,70,7569,66,282
2024 U.S. Open,2024-06-16,4,165.0,79.8,0.004,8.6,104,Pinehurst No. 2,"Pinehurst, NC",Collin Morikawa,70,7569,72,282
2024 U.S. Open,2024-06-13,1,165.0,76.2,0.004,8.4,117,Pinehurst No. 2,"Pinehurst, NC",Tommy Fleetwood,70,7569,70,283
2024 U.S. Open,2024-06-14,2,165.0,77.5,0.016,8.5,157,Pinehurst No. 2,"Pinehurst, NC",Tommy Fleetwood,70,7569,75,283
2024 U.S. Open,2024-06-15,3,165.0,80.9,0.0,8.1,13,Pinehurst No. 2,"Pinehurst, NC",Tommy Fleetwood,70,7569,70,283
2024 U.S. Open,2024-06-16,4,165.0,79.8,0.004,8.6,104,Pinehurst No. 2,"Pinehurst, NC",Tommy Fleetwood,70,7569,68,283
2024 U.S. Open,2024-06-13,1,165.0,76.2,0.004,8.4,117,Pinehurst No. 2,"Pinehurst, NC",Akshay Bhatia,70,7569,68,283
2024 U.S. Open,2024-06-14,2,165.0,77.5,0.016,8.5,157,Pinehurst No. 2,"Pinehurst, NC",Akshay Bhatia,70,7569,71,283
2024 U.S. Open,2024-06-15,3,165.0,80.9,0.0,8.1,13,Pinehurst No. 2,"Pinehurst, NC",Akshay Bhatia,70,7569,73,283
2024 U.S. Open,2024-06-16,4,165.0,79.8,0.004,8.6,104,Pinehurst No. 2,"Pinehurst, NC",Akshay Bhatia,70,7569,71,283
2024 U.S. Open,2024-06-13,1,165.0,76.2,0.004,8.4,117,Pinehurst No. 2,"Pinehurst, NC",Taylor Pendrith,70,7569,71,283
2024 U.S. Open,2024-06-14,2,165.0,77.5,0.016,8.5,157,Pinehurst No. 2,"Pinehurst, NC",Taylor Pendrith,70,7569,70,283
2024 U.S. Open,2024-06-15,3,165.0,80.9,0.0,8.1,13,Pinehurst No. 2,"Pinehurst, NC",Taylor Pendrith,70,7569,70,283
2024 U.S. Open,2024-06-16,4,165.0,79.8,0.004,8.6,104,Pinehurst No. 2,"Pinehurst, NC",Taylor Pendrith,70,7569,72,283
2024 U.S. Open,2024-06-13,1,165.0,76.2,0.004,8.4,117,Pinehurst No. 2,"Pinehurst, NC",Shane Lowry,70,7569,74,284
2024 U.S. Open,2024-06-14,2,165.0,77.5,0.016,8.5,157,Pinehurst No. 2,"Pinehurst, NC",Shane Lowry,70,7569,71,284
2024 U.S. Open,2024-06-15,3,165.0,80.9,0.0,8.1,13,Pinehurst No. 2,"Pinehurst, NC",Shane Lowry,70,7569,70,284
2024 U.S. Open,2024-06-16,4,165.0,79.8,0.004,8.6,104,Pinehurst No. 2,"Pinehurst, NC",Shane Lowry,70,7569,69,284
2024 U.S. Open,2024-06-13,1,165.0,76.2,0.004,8.4,117,Pinehurst No. 2,"Pinehurst, NC",Aaron Rai,70,7569,69,284
2024 U.S. Open,2024-06-14,2,165.0,77.5,0.016,8.5,157,Pinehurst No. 2,"Pinehurst, NC",Aaron Rai,70,7569,74,284
2024 U.S. Open,2024-06-15,3,165.0,80.9,0.0,8.1,13,Pinehurst No. 2,"Pinehurst, NC",Aaron Rai,70,7569,68,284
2024 U.S. Open,2024-06-16,4,165.0,79.8,0.004,8.6,104,Pinehurst No. 2,"Pinehurst, NC",Aaron Rai,70,7569,73,284
2024 U.S. Open,2024-06-13,1,165.0,76.2,0.004,8.4,117,Pinehurst No. 2,"Pinehurst, NC",Max Greyserman,70,7569,71,285
2024 U.S. Open,2024-06-14,2,165.0,77.5,0.016,8.5,157,Pinehurst No. 2,"Pinehurst, NC",Max Greyserman,70,7569,74,285
2024 U.S. Open,2024-06-15,3,165.0,80.9,0.0,8.1,13,Pinehurst No. 2,"Pinehurst, NC",Max Greyserman,70,7569,72,285
2024 U.S. Open,2024-06-16,4,165.0,79.8,0.004,8.6,104,Pinehurst No. 2,"Pinehurst, NC",Max Greyserman,70,7569,68,285
2024 U.S. Open,2024-06-13,1,165.0,76.2,0.004,8.4,117,Pinehurst No. 2,"Pinehurst, NC",Daniel Berger,70,7569,73,285
2024 U.S. Open,2024-06-14,2,165.0,77.5,0.016,8.5,157,Pinehurst No. 2,"Pinehurst, NC",Daniel Berger,70,7569,70,285
2024 U.S. Open,2024-06-15,3,165.0,80.9,0.0,8.1,13,Pinehurst No. 2,"Pinehurst, NC",Daniel Berger,70,7569,73,285
2024 U.S. Open,2024-06-16,4,165.0,79.8,0.004,8.6,104,Pinehurst No. 2,"Pinehurst, NC",Daniel Berger,70,7569,69,285
2024 U.S. Open,2024-06-13,1,165.0,76.2,0.004,8.4,117,Pinehurst No. 2,"Pinehurst, NC",Min Woo Lee,70,7569,73,285
2024 U.S. Open,2024-06-14,2,165.0,77.5,0.016,8.5,157,Pinehurst No. 2,"Pinehurst, NC",Min Woo Lee,70,7569,69,285
2024 U.S. Open,2024-06-15,3,165.0,80.9,0.0,8.1,13,Pinehurst No. 2,"Pinehurst, NC",Min Woo Lee,70,7569,72,285
2024 U.S. Open,2024-06-16,4,165.0,79.8,0.004,8.6,104,Pinehurst No. 2,"Pinehurst, NC",Min Woo Lee,70,7569,71,285
2024 U.S. Open,2024-06-13,1,165.0,76.2,0.004,8.4,117,Pinehurst No. 2,"Pinehurst, NC",Brian Harman,70,7569,71,285
2024 U.S. Open,2024-06-14,2,165.0,77.5,0.016,8.5,157,Pinehurst No. 2,"Pinehurst, NC",Brian Harman,70,7569,71,285
2024 U.S. Open,2024-06-15,3,165.0,80.9,0.0,8.1,13,Pinehurst No. 2,"Pinehurst, NC",Brian Harman,70,7569,71,285
2024 U.S. Open,2024-06-16,4,165.0,79.8,0.004,8.6,104,Pinehurst No. 2,"Pinehurst, NC",Brian Harman,70,7569,72,285
2024 U.S. Open,2024-06-13,1,165.0,76.2,0.004,8.4,117,Pinehurst No. 2,"Pinehurst, NC",Stephan Jaeger,70,7569,70,285
2024 U.S. Open,2024-06-14,2,165.0,77.5,0.016,8.5,157,Pinehurst No. 2,"Pinehurst, NC",Stephan Jaeger,70,7569,70,285
2024 U.S. Open,2024-06-15,3,165.0,80.9,0.0,8.1,13,Pinehurst No. 2,"Pinehurst, NC",Stephan Jaeger,70,7569,73,285
2024 U.S. Open,2024-06-16,4,165.0,79.8,0.004,8.6,104,Pinehurst No. 2,"Pinehurst, NC",Stephan Jaeger,70,7569,72,285
2024 U.S. Open,2024-06-13,1,165.0,76.2,0.004,8.4,117,Pinehurst No. 2,"Pinehurst, NC",Brooks Koepka,70,7569,70,286
2024 U.S. Open,2024-06-14,2,165.0,77.5,0.016,8.5,157,Pinehurst No. 2,"Pinehurst, NC",Brooks Koepka,70,7569,75,286
2024 U.S. Open,2024-06-15,3,165.0,80.9,0.0,8.1,13,Pinehurst No. 2,"Pinehurst, NC",Brooks Koepka,70,7569,71,286
2024 U.S. Open,2024-06-16,4,165.0,79.8,0.004,8.6,104,Pinehurst No. 2,"Pinehurst, NC",Brooks Koepka,70,7569,70,286
2024 U.S. Open,2024-06-13,1,165.0,76.2,0.004,8.4,117,Pinehurst No. 2,"Pinehurst, NC",Neal Shipley,70,7569,70,286
2024 U.S. Open,2024-06-14,2,165.0,77.5,0.016,8.5,157,Pinehurst No. 2,"Pinehurst, NC",Neal Shipley,70,7569,73,286
2024 U.S. Open,2024-06-15,3,165.0,80.9,0.0,8.1,13,Pinehurst No. 2,"Pinehurst, NC",Neal Shipley,70,7569,71,286
2024 U.S. Open,2024-06-16,4,165.0,79.8,0.004,8.6,104,Pinehurst No. 2,"Pinehurst, NC",Neal Shipley,70,7569,72,286
2024 U.S. Open,2024-06-13,1,165.0,76.2,0.004,8.4,117,Pinehurst No. 2,"Pinehurst, NC",Chris Kirk,70,7569,71,286
2024 U.S. Open,2024-06-14,2,165.0,77.5,0.016,8.5,157,Pinehurst No. 2,"Pinehurst, NC",Chris Kirk,70,7569,71,286
2024 U.S. Open,2024-06-15,3,165.0,80.9,0.0,8.1,13,Pinehurst No. 2,"Pinehurst, NC",Chris Kirk,70,7569,72,286
2024 U.S. Open,2024-06-16,4,165.0,79.8,0.004,8.6,104,Pinehurst No. 2,"Pinehurst, NC",Chris Kirk,70,7569,72,286
2024 U.S. Open,2024-06-13,1,165.0,76.2,0.004,8.4,117,Pinehurst No. 2,"Pinehurst, NC",Zac Blair,70,7569,70,286
2024 U.S. Open,2024-06-14,2,165.0,77.5,0.016,8.5,157,Pinehurst No. 2,"Pinehurst, NC",Zac Blair,70,7569,69,286
2024 U.S. Open,2024-06-15,3,165.0,80.9,0.0,8.1,13,Pinehurst No. 2,"Pinehurst, NC",Zac Blair,70,7569,75,286
2024 U.S. Open,2024-06-16,4,165.0,79.8,0.004,8.6,104,Pinehurst No. 2,"Pinehurst, NC",Zac Blair,70,7569,72,286
2024 U.S. Open,2024-06-13,1,165.0,76.2,0.004,8.4,117,Pinehurst No. 2,"Pinehurst, NC",Tom Kim,70,7569,71,286
2024 U.S. Open,2024-06-14,2,165.0,77.5,0.016,8.5,157,Pinehurst No. 2,"Pinehurst, NC",Tom Kim,70,7569,68,286
2024 U.S. Open,2024-06-15,3,165.0,80.9,0.0,8.1,13,Pinehurst No. 2,"Pinehurst, NC",Tom Kim,70,7569,71,286
2024 U.S. Open,2024-06-16,4,165.0,79.8,0.004,8.6,104,Pinehurst No. 2,"Pinehurst, NC",Tom Kim,70,7569,76,286
2024 U.S. Open,2024-06-13,1,165.0,76.2,0.004,8.4,117,Pinehurst No. 2,"Pinehurst, NC",Tyrrell Hatton,70,7569,68,286
2024 U.S. Open,2024-06-14,2,165.0,77.5,0.016,8.5,157,Pinehurst No. 2,"Pinehurst, NC",Tyrrell Hatton,70,7569,71,286
2024 U.S. Open,2024-06-15,3,165.0,80.9,0.0,8.1,13,Pinehurst No. 2,"Pinehurst, NC",Tyrrell Hatton,70,7569,70,286
2024 U.S. Open,2024-06-16,4,165.0,79.8,0.004,8.6,104,Pinehurst No. 2,"Pinehurst, NC",Tyrrell Hatton,70,7569,77,286
2024 U.S. Open,2024-06-13,1,165.0,76.2,0.004,8.4,117,Pinehurst No. 2,"Pinehurst, NC",Adam Scott,70,7569,70,287
2024 U.S. Open,2024-06-14,2,165.0,77.5,0.016,8.5,157,Pinehurst No. 2,"Pinehurst, NC",Adam Scott,70,7569,72,287
2024 U.S. Open,2024-06-15,3,165.0,80.9,0.0,8.1,13,Pinehurst No. 2,"Pinehurst, NC",Adam Scott,70,7569,76,287
2024 U.S. Open,2024-06-16,4,165.0,79.8,0.004,8.6,104,Pinehurst No. 2,"Pinehurst, NC",Adam Scott,70,7569,69,287
2024 U.S. Open,2024-06-13,1,165.0,76.2,0.004,8.4,117,Pinehurst No. 2,"Pinehurst, NC",Sahith Theegala,70,7569,77,287
2024 U.S. Open,2024-06-14,2,165.0,77.5,0.016,8.5,157,Pinehurst No. 2,"Pinehurst, NC",Sahith Theegala,70,7569,68,287
2024 U.S. Open,2024-06-15,3,165.0,80.9,0.0,8.1,13,Pinehurst No. 2,"Pinehurst, NC",Sahith Theegala,70,7569,72,287
2024 U.S. Open,2024-06-16,4,165.0,79.8,0.004,8.6,104,Pinehurst No. 2,"Pinehurst, NC",Sahith Theegala,70,7569,70,287
2024 U.S. Open,2024-06-13,1,165.0,76.2,0.004,8.4,117,Pinehurst No. 2,"Pinehurst, NC",Si Woo Kim,70,7569,71,287
2024 U.S. Open,2024-06-14,2,165.0,77.5,0.016,8.5,157,Pinehurst No. 2,"Pinehurst, NC",Si Woo Kim,70,7569,72,287
2024 U.S. Open,2024-06-15,3,165.0,80.9,0.0,8.1,13,Pinehurst No. 2,"Pinehurst, NC",Si Woo Kim,70,7569,74,287
2024 U.S. Open,2024-06-16,4,165.0,79.8,0.004,8.6,104,Pinehurst No. 2,"Pinehurst, NC",Si Woo Kim,70,7569,70,287
2024 U.S. Open,2024-06-13,1,165.0,76.2,0.004,8.4,117,Pinehurst No. 2,"Pinehurst, NC",Keegan Bradley,70,7569,74,287
2024 U.S. Open,2024-06-14,2,165.0,77.5,0.016,8.5,157,Pinehurst No. 2,"Pinehurst, NC",Keegan Bradley,70,7569,70,287
2024 U.S. Open,2024-06-15,3,165.0,80.9,0.0,8.1,13,Pinehurst No. 2,"Pinehurst, NC",Keegan Bradley,70,7569,72,287
2024 U.S. Open,2024-06-16,4,165.0,79.8,0.004,8.6,104,Pinehurst No. 2,"Pinehurst, NC",Keegan Bradley,70,7569,71,287
2024 U.S. Open,2024-06-13,1,165.0,76.2,0.004,8.4,117,Pinehurst No. 2,"Pinehurst, NC",J.T. Poston,70,7569,73,287
2024 U.S. Open,2024-06-14,2,165.0,77.5,0.016,8.5,157,Pinehurst No. 2,"Pinehurst, NC",J.T. Poston,70,7569,71,287
2024 U.S. Open,2024-06-15,3,165.0,80.9,0.0,8.1,13,Pinehurst No. 2,"Pinehurst, NC",J.T. Poston,70,7569,71,287
2024 U.S. Open,2024-06-16,4,165.0,79.8,0.004,8.6,104,Pinehurst No. 2,"Pinehurst, NC",J.T. Poston,70,7569,72,287
2024 U.S. Open,2024-06-13,1,165.0,76.2,0.004,8.4,117,Pinehurst No. 2,"Pinehurst, NC",Christiaan Bezuidenhout,70,7569,72,287
2024 U.S. Open,2024-06-14,2,165.0,77.5,0.016,8.5,157,Pinehurst No. 2,"Pinehurst, NC",Christiaan Bezuidenhout,70,7569,71,287
2024 U.S. Open,2024-06-15,3,165.0,80.9,0.0,8.1,13,Pinehurst No. 2,"Pinehurst, NC",Christiaan Bezuidenhout,70,7569,72,287
2024 U.S. Open,2024-06-16,4,165.0,79.8,0.004,8.6,104,Pinehurst No. 2,"Pinehurst, NC",Christiaan Bezuidenhout,70,7569,72,287
2024 U.S. Open,2024-06-13,1,165.0,76.2,0.004,8.4,117,Pinehurst No. 2,"Pinehurst, NC",Cameron Smith,70,7569,71,287
2024 U.S. Open,2024-06-14,2,165.0,77.5,0.016,8.5,157,Pinehurst No. 2,"Pinehurst, NC",Cameron Smith,70,7569,72,287
2024 U.S. Open,2024-06-15,3,165.0,80.9,0.0,8.1,13,Pinehurst No. 2,"Pinehurst, NC",Cameron Smith,70,7569,72,287
2024 U.S. Open,2024-06-16,4,165.0,79.8,0.004,8.6,104,Pinehurst No. 2,"Pinehurst, NC",Cameron Smith,70,7569,72,287
2024 U.S. Open,2024-06-13,1,165.0,76.2,0.004,8.4,117,Pinehurst No. 2,"Pinehurst, NC",Isaiah Salinda,70,7569,70,287
2024 U.S. Open,2024-06-14,2,165.0,77.5,0.016,8.5,157,Pinehurst No. 2,"Pinehurst, NC",Isaiah Salinda,70,7569,72,287
2024 U.S. Open,2024-06-15,3,165.0,80.9,0.0,8.1,13,Pinehurst No. 2,"Pinehurst, NC",Isaiah Salinda,70,7569,73,287
2024 U.S. Open,2024-06-16,4,165.0,79.8,0.004,8.6,104,Pinehurst No. 2,"Pinehurst, NC",Isaiah Salinda,70,7569,72,287
2024 U.S. Open,2024-06-13,1,165.0,76.2,0.004,8.4,117,Pinehurst No. 2,"Pinehurst, NC",Denny McCarthy,70,7569,75,287
2024 U.S. Open,2024-06-14,2,165.0,77.5,0.016,8.5,157,Pinehurst No. 2,"Pinehurst, NC",Denny McCarthy,70,7569,67,287
2024 U.S. Open,2024-06-15,3,165.0,80.9,0.0,8.1,13,Pinehurst No. 2,"Pinehurst, NC",Denny McCarthy,70,7569,72,287
2024 U.S. Open,2024-06-16,4,165.0,79.8,0.004,8.6,104,Pinehurst No. 2,"Pinehurst, NC",Denny McCarthy,70,7569,73,287
2024 U.S. Open,2024-06-13,1,165.0,76.2,0.004,8.4,117,Pinehurst No. 2,"Pinehurst, NC",Harris English,70,7569,70,288
2024 U.S. Open,2024-06-14,2,165.0,77.5,0.016,8.5,157,Pinehurst No. 2,"Pinehurst, NC",Harris English,70,7569,73,288
2024 U.S. Open,2024-06-15,3,165.0,80.9,0.0,8.1,13,Pinehurst No. 2,"Pinehurst, NC",Harris English,70,7569,74,288
2024 U.S. Open,2024-06-16,4,165.0,79.8,0.004,8.6,104,Pinehurst No. 2,"Pinehurst, NC",Harris English,70,7569,71,288
2024 U.S. Open,2024-06-13,1,165.0,76.2,0.004,8.4,117,Pinehurst No. 2,"Pinehurst, NC",Jordan Spieth,70,7569,72,288
2024 U.S. Open,2024-06-14,2,165.0,77.5,0.016,8.5,157,Pinehurst No. 2,"Pinehurst, NC",Jordan Spieth,70,7569,71,288
2024 U.S. Open,2024-06-15,3,165.0,80.9,0.0,8.1,13,Pinehurst No. 2,"Pinehurst, NC",Jordan Spieth,70,7569,74,288
2024 U.S. Open,2024-06-16,4,165.0,79.8,0.004,8.6,104,Pinehurst No. 2,"Pinehurst, NC",Jordan Spieth,70,7569,71,288
2024 U.S. Open,2024-06-13,1,165.0,76.2,0.004,8.4,117,Pinehurst No. 2,"Pinehurst, NC",Frankie Capan III,70,7569,71,288
2024 U.S. Open,2024-06-14,2,165.0,77.5,0.016,8.5,157,Pinehurst No. 2,"Pinehurst, NC",Frankie Capan III,70,7569,70,288
2024 U.S. Open,2024-06-15,3,165.0,80.9,0.0,8.1,13,Pinehurst No. 2,"Pinehurst, NC",Frankie Capan III,70,7569,76,288
2024 U.S. Open,2024-06-16,4,165.0,79.8,0.004,8.6,104,Pinehurst No. 2,"Pinehurst, NC",Frankie Capan III,70,7569,71,288
2024 U.S. Open,2024-06-13,1,165.0,76.2,0.004,8.4,117,Pinehurst No. 2,"Pinehurst, NC",Tom McKibbin,70,7569,74,288
2024 U.S. Open,2024-06-14,2,165.0,77.5,0.016,8.5,157,Pinehurst No. 2,"Pinehurst, NC",Tom McKibbin,70,7569,71,288
2024 U.S. Open,2024-06-15,3,165.0,80.9,0.0,8.1,13,Pinehurst No. 2,"Pinehurst, NC",Tom McKibbin,70,7569,71,288
2024 U.S. Open,2024-06-16,4,165.0,79.8,0.004,8.6,104,Pinehurst No. 2,"Pinehurst, NC",Tom McKibbin,70,7569,72,288
2024 U.S. Open,2024-06-13,1,165.0,76.2,0.004,8.4,117,Pinehurst No. 2,"Pinehurst, NC",Scottie Scheffler,70,7569,71,288
2024 U.S. Open,2024-06-14,2,165.0,77.5,0.016,8.5,157,Pinehurst No. 2,"Pinehurst, NC",Scottie Scheffler,70,7569,74,288
